Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
82501830010	c_f651	Comune di Monteu da Po	Monteu da Po	DIEGO	DALLA VERDE	10020	TO	Piemonte	www.comune.monteudapo.to.it	Via Municipio 3	Commissario Prefettizio	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.monteudapo@pec.it	pec	anagrafe@comune.monteudapo.to.it	altro	null	null	null	null	null	null					3		1
81000510040	c_f654	Comune di Monteu Roero	Monteu Roero	Michele	Sandri	12040	CN	Piemonte	www.comunemonteuroero.cn.it	Piazza Roma, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	monteu.roero@cert.ruparpiemonte.it	pec	null	null	null	null	null	null	null	null				null	0		1
92006330846	c_f655	Comune di Montevago	Montevago	Margherita	La Rocca	92010	AG	Sicilia	www.comune.montevago.ag.it	Piazza Della Repubblica, 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.montevago@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
00177290517	c_f656	Comune di Montevarchi	Montevarchi	Silvia	Chiassai Martini	52025	AR	Toscana	www.comune.montevarchi.ar.it	p. Benedetto Varchi, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montevarchi@postacert.toscana.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/comune.montevarchi	https://twitter.com/montevarchi	https://www.youtube.com/user/ComuneDiMontevarchi		0		1
85001450130	c_f657	Comune di Montevecchia	Montevecchia	Franco	Carminati	23874	LC	Lombardia	www.comune.montevecchia.lc.it	Via Donzelli, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montevecchia.lc@legalmail.it	pec	protocollo@comune.montevecchia.lc.it	altro	null	null	null	null	null	null	https://it-it.facebook.com/ComuneMontevecchia			null	0		1
82001670643	c_f660	Comune di Monteverde	Monteverde	Francesco	Ricciardi	83049	AV	Campania	www.comune.monteverde.sa.it	Via Fontana	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteverde@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		
00187490503	C_f661	Comune di Monteverdi Marittimo	Monteverdi Marittimo	Carlo	Giannoni	56040	PI	Toscana	www.comune.monteverdi.pi.it	Via IV Novembre, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteverdi.m@postacert.toscana.it	pec	comune.monteverdi@comune.monteverdi.pi.ut	altro	null	null	null	null	null	null				null	3		
00218540243	c_f662	Comune di Monteviale	Monteviale	Elisa	Santucci	36050	VI	Veneto	www.comune.monteviale.vi.it	Via A. Cibele n. 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.monteviale.vi@pecveneto.it	pec	monteviale.vi@cert.ip-veneto.net	pec	tecnico.comune.monteviale.vi@pecveneto.it	pec	demografico.comune.monteviale.vi@pecveneto.it	pec	comune@comune.monteviale.vi.it	altro				null	0		1
81000850446	c_f664	Comune di Monte Vidon Combatte	Monte Vidon Combatte	Enrico	Equizi	63847	FM	Marche	www.comune.montevidoncombatte.fm.it	Via Giacomo Leopardi, 1	SEGRETARIO COMUNALE	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montevidoncombatte@emarche.it	pec	protocollo@comune.montevidoncombatte.fm.it	altro	null	null	null	null	null	null				null	0		
81001330448	c_f665	Comune di Monte Vidon Corrado	Monte Vidon Corrado	Giuseppe	Forti	63836	FM	Marche	www.comune.montevidoncorrado.fm.it	Piazza Osvaldo Licini N. 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	certificata@pec.comune.montevidoncorrado.fm.it	pec	info@comune.montevidoncorrado.fm.it	altro	null	null	null	null	null	null				null	0		1
00474720042	c_f666	Comune di Montezemolo	Montezemolo	Giuseppe	Taramazzo	12070	CN	Piemonte	www.comune.montezemolo.cn.it	Via Padre Giovanni Secco 10	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montezemolo.cn@legalmail.it	pec	Com.montezemolo@vallinrete.org	altro	null	null	null	null	null	null				null	0	1	1
00060850906	c_f667	Comune di Monti	Monti	Avv Emanuele Antonio	Mutzu	07020	OT	Sardegna	www.comune.monti.ss.it	Via Regione Sarda, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	monti@pec.comune.monti.ss.it	pec	null	null	null	null	null	null	null	null				null	0		1
81000990408	c_f668	Comune di Montiano	Montiano	Fabio	Molari	47020	FC	Emilia Romagna	www.comune.montiano.fc.it	Piazza Maggiore 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	montiano@pec.unionevallesavio.it	pec	protocollo@comune.montiano.fc.it	altro	null	null	null	null	null	null				null	0		1
00485040042	c_f669	Comune di Monticello D'Alba	Monticello d'Alba	Silvio	Artusio Comba	12066	CN	Piemonte	www.comune.monticellodalba.cn.it	Via Regina Margherita N.3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monticellodalba.cn.it@pec.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
00182220335	c_f671	Comune di Monticelli d'Ongina	Monticelli d'Ongina	GIMMI	DISTANTE	29010	PC	Emilia Romagna	www.comune.monticelli.pc.it	Via Cavalieri Di Vittorio Veneto 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monticelli@sintranet.legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
85001990135	c_f674	Comune di Monticello Brianza	Monticello Brianza	Emanuela	Molteni	23876	LC	Lombardia	www.comune.monticellobrianza.lc.it	Via G. Sirtori, 14	Responsabile del Settore Economico Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monticellobrianza@pec.regione.lombardia.it	pec	protocollo@comune.monticellobrianza.lc.it	altro	null	null	null	null	null	null				null	0		1
00522580240	c_f675	Comune di Monticello Conte Otto	Monticello Conte Otto	Massimo	Simeoni	36010	VI	Veneto	www.comune.monticello.vi.it	Via Roma, 1	Responsabile Ufficio Relazioni con il Pubblico	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	urp.comune.monticello.vi@pecveneto.it	pec	urp@comune.monticello.vi.it	altro	null	null	null	null	null	null				null	0		1
00227480522	c_f676	Comune di Monticiano	Monticiano	Maurizio	Colozza	53015	SI	Toscana	www.comune.monticiano.si.it	Piazza S. Agostino 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monticiano@pec.consorzioterrecablate.it	pec	null	null	null	null	null	null	null	null				null	0		1
81000670539	c_f677	Comune di Montieri	Montieri	Nicola	Verruzzi	58026	GR	Toscana	www.comune.montieri.gr.it	Piazza Gramsci, N. 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	AOOCMTRI	S	comune.montieri@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		1
00100290451	c_f679	Comune di Montignoso	Montignoso	Gianni	Lorenzetti	54038	MS	Toscana	www.comune.montignoso.ms.it	Via Fondaccio, 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montignoso.ms.it	pec	null	null	null	null	null	null	null	null				null	0		
80012470177	c_f680	Comune di Montirone	Montirone	Eugenio	Stucchi	25010	BS	Lombardia	www.comune.montirone.bs.it	Piazza Manzoni 17	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montirone.bs.it	pec	comune.montirone@comune.montirone.bs.it	altro	null	null	null	null	null	null	https://www.facebook.com/comune.montirone			null	0		1
00304960198	c_f681	Comune di Montodine	Montodine	Alessandro	Pandini	26010	CR	Lombardia	www.comune.montodine.cr.it	Piazza XXV Aprile 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montodine@pec.regione.lombardia.it	pec	segreteria@comune.montodine.cr.it	altro	anagrafe@comune.montodine.cr.it	altro	ufficiotecnico@comune.montodine.cr.it	altro	ragioneria@comune.montodine.cr.it	altro				null	0		
80007310107	c_f682	Comune di Montoggio	Montoggio	Faustino Mauro	Fantoni	16026	GE	Liguria	www.comune.montoggio.ge.it	Via IV Novembre, 18	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemontoggio@actaliscertymail.it	pec	null	null	null	null	null	null	null	null				null	0		1
81000430546	c_f685	Comune di Montone	Montone	Mirco	Rinaldi	06014	PG	Umbria	www.comunemontone.it	Piazza Fortebraccio, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montone@postacert.umbria.it	pec	ragioneria@montone.org	altro	null	null	null	null	null	null				null	0		1
82000270502	c_f686	Comune di Montopoli In Val D'Arno	Montopoli in Val d'Arno	Giovanni	Capecchi	56020	PI	Toscana	www.comune.montopoli.pi.it	Via Guicciardini, 61	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comune.montopoli.pi.it	pec	info@comune.montopoli.pi.it	altro	null	null	null	null	null	null				null	0		1
00094140571	c_f687	Comune di Montopoli di Sabina	Montopoli di Sabina	Antimo	Grilli	02034	RI	Lazio	www.montopoli.org	Piazza Comunale 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CORSARI	S	uffprotocollo@comunemontopolidisabina.pecpa.it	pec	uffragioneria@montopoli.org	altro	null	null	null	null	null	null				null	0		
00070150701	c_f689	Comune di Montorio Nei Frentani	Montorio nei Frentani	Pellegrino Nino	PONTE	86040	CB	Molise	www.comune.montorioneifrentani.cb.it	Via Annunziata 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montorioneifrentanicb@legalmail.it	pec	comune.montoriofrent@tiscali.it	altro	null	null	null	null	null	null				null	0		1
80002070672	c_f690	Comune di Montorio Al Vomano	Montorio al Vomano	Ennio	Cingoli	64046	TE	Abruzzo	www.comune.montorio.te.it	Via Poliseo De Angelis	geometra	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	postacert@pec.comune.montorio.te.it	pec	sindaco@comune.montorio.te.it	altro	null	null	null	null	null	null	https://www.facebook.com/comunemontorio			null	0		
86005370589	c_f692	Comune di Montorio Romano	Montorio Romano	Domenico	Di Bartolomeo	00010	RM	Lazio	www.comunemontorioromano.it	Via Iv Novembre 115	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	amministrazione@pec.comunemontorioromano.it	pec	finanziario@comunemontorioromano.it	altro	null	null	null	null	null	null				null	0		
81000420240	c_f696	Comune di Montorso Vicentino	Montorso Vicentino	Antonio	Tonello	36050	VI	Veneto	www.comune.montorsovicentino.vi.it	Piazza G. Malenza, 39	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	montorsovicentino.vi@cert.ip-veneto.net	pec	ragioneria@comune.montorsovicentino.vi.it	altro	info@comune.montorsovicentino.vi.it	altro	null	null	null	null				null	0		1
81001050442	c_f697	Comune di Montottone	Montottone	Francesca	Claretti	63843	FM	Marche	www.montottone.eu	Corso Vittorio Emanuele II, 34	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune@pec.montottone.eu	pec	sindaco@montottone.eu	altro	null	null	null	null	null	null				null	0		1
83002350912	c_f698	Comune di Montresta	Montresta	Antonio	Zedda	08010	OR	Sardegna	www.comune.montresta.or.it	Via Santa Maria Della Neve, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.montresta@pec.it	pec	protocollo@comune.montresta.or.it	altro	null	null	null	null	null	null				null	0		1
84000690184	c_f701	Comune di Montu' Beccaria	Montu' Beccaria	Amedeo Pietro	Quaroni	27040	PV	Lombardia	www.comune.montubeccaria.pv.it	Piazza Umberto I, 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.montubeccaria@pec.regione.lombardia.it	pec	protocollo@comune.montubeccaria.pv.it	altro	anagrafe.comune.montubeccaria@pec.regione.lombardia.it	pec	null	null	null	null				null	0		1
00309230126	c_f703	Comune di Monvalle	Monvalle	Franco	Oregioni	21020	VA	Lombardia	www.comune.monvalle.va.it	Piazza Marconi, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monvalle.va@legalmail.it	pec	servizi.demografici@pec.comune.monvalle.va.it	pec	protocollo@comune.monvalle.va.it	altro	null	null	null	null				null	0		
02030880153	c_f704	Comune di Monza	Monza	Dario	Allevi	20900	MB	Lombardia	www.comune.monza.it	Piazza Trento E Trieste	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	monza@pec.comune.monza.it	pec	null	null	null	null	null	null	null	null				null	0		
00159460203	c_f705	Comune di Monzambano	Monzambano	Giorgio	Cappa	46040	MN	Lombardia	www.monzambano.gov.it/pages/Home.aspx	Piazza Vittorio Emanuele III N. 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	Comune di Monzambano	S	monzambano.mn@legalmail.it	pec	comune.monzambano@pec.regione.lombardia.it	pec	tributi@pec.monzambano.gov.it	pec	ufficiotecnico@pec.monzambano.gov.it	pec	null	null	https://www.facebook.com/comunemonzambano/		https://www.youtube.com/channel/UC1ZdlEZdWG1RG20hOYA6KhQ/	null	1		
00956680375	c_f706	Comune di Monzuno	Monzuno	Bruno	Pasquini	40036	BO	Emilia Romagna	www.comune.monzuno.bo.it	Via Casaglia 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monzuno@cert.provincia.bo.it	pec	urp@comune.monzuno.bo.it	altro	null	null	null	null	null	null	https://www.facebook.com/pages/Biblioteche-del-Comune-di-Monzuno/109314595756211?fref=ts		https://www.youtube.com/user/UfficioStampaMonzuno		3		1
00451080063	c_f707	Comune di Morano Sul Po	Morano sul Po	Luca	Ferrari	15025	AL	Piemonte	www.comune.moranosulpo.al.it	Via Mario Bavoso, 18/1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	moranosulpo@pcert.it	pec	info@comune.moranosulpo.al.it	altro	null	null	null	null	null	null				null	0		1
83000670782	c_f708	Comune di Morano Calabro	Morano Calabro	Nicolo'	De Bartolo	87016	CS	Calabria	www.comunemoranocalabro.it	Piazza Giovanni XXIII	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comunemoranocalabro.it	pec	g.celano@comunemoranocalabro.it	altro	info@comunemoranocalabro.it	altro	null	null	null	null	https://www.facebook.com/comunemoranocalabro?ref=hl	https://twitter.com/ComuneMoranoCal		null	0		
80005300050	c_f709	Comune di Moransengo	Moransengo	Massimo	Ghigo	14023	AT	Piemonte	www.comune.moransengo.at.it	Piazza Ferrero 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.moransengo@cert.ruparpiemonte.it	pec	info@comune.moransengo.at.it	altro	null	null	null	null	null	null				null	0		1
80002210310	c_f710	Comune di Moraro	Moraro	Umberto	Colombo	34070	GO	Friuli Venezia Giulia	www.comune.moraro.go.it	Via Petrarca, 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.moraro@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		1
00248270126	c_f711	Comune di Morazzone	Morazzone	Matteo Luigi	Bianchi	21040	VA	Lombardia	WWW.COMUNE.MORAZZONE.VA.IT	Via Mameli, 16	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	affarigenerali@comune.morazzone.legalmailpa.it	pec	respaffarigeneralifinanziario@comune.morazzone.va.it	altro	null	null	null	null	null	null				null	0		1
00098990146	c_f712	Comune di Morbegno	Morbegno	Andrea	Ruggeri	23017	SO	Lombardia	www.morbegno.gov.it	v. San Pietro 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.morbegno@cert.provincia.so.it	pec	null	null	null	null	null	null	null	null				null	0		
00447460064	c_f713	Comune di Morbello	Morbello	ALESSANDRO	VACCA	15010	AL	Piemonte	www.comune.morbello.al.it	Via Roma 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.morbello@pec.it	pec	anagrafe@comune.morbello.al.it	altro	ragioneria@comune.morbello.al.it	altro	null	null	null	null				null	0		1
00607140407	c_f715	Comune di Morciano di Romagna	Morciano di Romagna	MONICA	FONTI	47833	RN	Emilia Romagna	https://www.comune.morcianodiromagna.rn.it	Piazza Del Popolo 1	RESPONSABILE TRANSIZIONE DIGITALE	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.morcianodiromagna.rn.it	pec	bilancio@comune.morcianodiromagna.rn.it	altro	null	null	null	null	null	null	https://www.facebook.com/morcianodiromagna/				0		1
81003870755	c_f716	Comune di Morciano di Leuca	Morciano di Leuca	Lorenzo	Ricchiuti	73040	LE	Puglia	www.comune.morcianodileuca.le.it	Piazza Papa Giovanni Paolo II,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sindaco.morcianodileuca.le@pec.rupar.puglia.it	pec	sindaco@comune.morcianodileuca.le.it	altro	null	null	null	null	null	null					0		1
80004600625	c_f717	Comune di Morcone	Morcone	Luigino	Ciarlo	82026	BN	Campania	www.comune.morcone.bn.it	Corso Italia, 129	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.morcone.bn@asmepec.it	pec	settoreamministrativo.morcone.bn@asmepec.it	pec	segretario.morcone.bn@asmepec.it	pec	segreteria.morcone.bn@asmepec.it	pec	ragioneria.morcone.bn@asmepec.it	pec	https://www.facebook.com/comunemorcone/			null	0		1
01024610378	c_f718	Comune di Mordano	Mordano	Nicola	Tassinari	40027	BO	Emilia Romagna	www.comune.mordano.bo.it	Via Bacchilega, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.mordano@cert.provincia.bo.it	pec	urp@comune.mordano.bo.it	altro	null	null	null	null	null	null					0		1
83001310164	c_f720	Comune di Morengo	Morengo	Alessandra	Ghilardi	24050	BG	Lombardia	www.comune.morengo.bg.it	Via Castello, 13	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.morengo.bg.it	pec	protocollo@comune.morengo.bg.it	altro	null	null	null	null	null	null	https://www.facebook.com/comune.morengo			null	0		
01822380901	c_f721	Comune di Mores	Mores	Giuseppe	Ibba	07013	SS	Sardegna	www.comune.mores.ss.it	Piazza Padre Paolo Serra N.1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.mores.ss.it	pec	protocollo@comune.mores.ss.it	altro	affarigenerali@comune.mores.ss.it	altro	null	null	null	null				null	0		
00356970442	c_f722	Comune di Moresco	Moresco	ALBERTO	DI BLASIO	63826	FM	Marche	www.comune.moresco.fm.it	Piazza Castello, 15	FUNZIONARIO DELEGATO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	moresco@pec.it	pec	moresco@ucvaldaso.it	altro	ragioneria.moresco@pec.ucvaldaso.it	pec	tecnico.moresco@pec.ucvaldaso.it	pec	anagrafe.moresco@pec.ucvaldaso.it	pec				null	0	1	1
85001650044	c_f723	Comune di Moretta	Moretta	Giovanni	Gatti	12033	CN	Piemonte	www.comune.moretta.cn.it	Piazza Umberto I, N.1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.moretta@businesspec.it	pec	info@comune.moretta.cn.it	altro	null	null	null	null	null	null					0		1
81000110338	c_f724	Comune di Morfasso	Morfasso	PAOLO	CALESTANI	29020	PC	Emilia Romagna	www.comune.morfasso.pc.it	Via Roma, 23	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.morfasso@sintranet.legalmail.it	pec	comune.morfasso@sintranet.it	altro	null	null	null	null	null	null				null	0		
80006320263	c_f725	Comune di Morgano	Morgano	Daniele	Rostirolla	31050	TV	Veneto	www.comune.morgano.tv.it	Piazza Indipendenza, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.comune.morgano.tv@pecveneto.it	pec	anagrafe.comune.morgano.tv@pecveneto.it	pec	null	null	null	null	null	null				null	0		
00116460072	c_f726	Comune di Morgex	Morgex	Lorenzo Ezio	Graziola	11017	AO	Valle D'Aosta	www.comune.morgex.ao.it	Piazza Principe Tomaso, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.morgex.ao.it	pec	info@comune.morgex.ao.it	altro	null	null	null	null	null	null	https://www.facebook.com/ComunediMorgex		http://www.youtube.com/commorgex	null	3		
