cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
80007370762,Basilicata,PZ,Comune di Tramutola,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007370762.txt,www.comune.tramutola.pz.it,c_l326,Tramutola,Francesco,CARILE,85057,www.comune.tramutola.pz.it,"Piazza Del Popolo, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.tramutola@cert.ruparbasilicata.it,pec,posta@comune.tramutola.pz.it,altro,null,null,null,null,null,null,,,https://www.youtube.com/channel/UCuTp1JeQuvaQTEwuat_v2AA,null,0,200,x
80007390265,Veneto,TV,Comune di Zero Branco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007390265.txt,www.comunezerobranco.it,c_m171,Zero Branco,Durighetto,Luca,31059,www.comunezerobranco.it,"Piazza Umberto I, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,legalmail@pec.comunezerobranco.it,pec,segreteria@comunezerobranco.it,altro,null,null,null,null,null,null,,,,,0,200,x
80007390307,Friuli Venezia Giulia,UD,Comune di Cassacco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007390307.txt,www.comune.cassacco.ud.it,c_b994,Cassacco,Ornella,Baiutti,33010,www.comune.cassacco.ud.it,"Piazza A. Noacco,1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.cassacco@certgov.fvg.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007390612,Campania,CE,Comune di Castel Volturno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007390612.txt,www.comune.castelvolturno.ce.it,c_c291,Castel Volturno,Antonietta,Noviello,81030,www.comune.castelvolturno.ce.it,"Piazza Annunziata, 1",Funzionario Responsabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,cvolturno@pec.comune.castelvolturno.ce.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/CittadiCastelVolturno,,https://www.youtube.com/channel/UCC6SSk79q7-z38jPGgfb6CQ,null,1,200,x
80007390950,Sardegna,OR,Comune di Ardauli,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007390950.txt,www.comuneardauli.gov.it,c_a380,Ardauli,Massimo,Ibba,09081,www.comuneardauli.gov.it,Piazza Matteotti 2,Sindaco Del Comune,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comuneardauli.gov.it,pec,ediliziaprivata.ardauli@pec.it,pec,sociale.ardauli@pec.it,pec,tecnico.ardauli@pec.it,pec,ragioneria.ardauli@pec.it,pec,,,,null,0,200,x
80007400833,Sicilia,ME,Comune di Itala,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007400833.txt,www.comuneitala.it,c_e374,Itala,Antonino,Crisafulli,98025,www.comuneitala.it,"Via Umberto, I",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comuneitala.it,pec,ragioneria@pec.comuneitala.it,pec,areafinanziaria@comuneitala.it,altro,null,null,null,null,,,,null,1,200,x
80007410246,Veneto,VI,Comune di Caldogno,,www.comune.caldogno.vi.it,c_b403,Caldogno,Nicola,Ferronato,36030,www.comune.caldogno.vi.it,"Via Dante Alighieri ,97",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,caldogno.vi@cert.ip-veneto.net,pec,segreteria@comune.caldogno.vi.it,altro,null,null,null,null,null,null,,,,null,0,404,
80007410618,Campania,CE,Comune di Capodrise,,www.comune.capodrise.caserta.it,c_b667,Capodrise,Angelo,Crescente,81020,www.comune.capodrise.caserta.it,"Piazza Aldo Moro, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.capodrise.caserta.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80007430269,Veneto,TV,Comune di Zenson di Piave,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007430269.txt,www.comune.zensondipiave.tv.it,c_m163,Zenson di Piave,DANIELE,DALLA NESE,31050,www.comune.zensondipiave.tv.it,"Piazza 2 Giugno, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.zensondipiave.tv@pecveneto.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007460951,Sardegna,OR,Comune di Nureci,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007460951.txt,www.comune.nureci.or.it,c_f985,Nureci,Fabio,Zucca,09080,www.comune.nureci.or.it,"Via Ungheria, 31",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.nureci.or.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007490107,Liguria,GE,Comune di Busalla,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007490107.txt,www.comune.busalla.ge.it,c_b282,Busalla,Loris,Maieron,16012,www.comune.busalla.ge.it,"Piazza Enrico Maccio', 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,postacertificata@pec.comune.busalla.ge.it,pec,sindaco@comune.busalla.ge.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007510227,Trentino Alto Adige,TN,Comune di Sant'Orsola Terme,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007510227.txt,www.comune.santorsolaterme.tn.it,c_i354,Sant'Orsola Terme,Ivano,Fontanari,38050,www.comune.santorsolaterme.tn.it,"Loc. Pintarei, 55",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunesantorsola@cert.legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007530076,Valle D'Aosta,AO,Comune di Saint-nicolas,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007530076.txt,www.comune.saint-nicolas.ao.it,c_h672,Saint-Nicolas,Davide,Sapinet,11010,www.comune.saint-nicolas.ao.it,Fraz. Fossaz Dessous 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.saint-nicolas.ao.it,pec,info@comune.saint-nicolas.ao.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007530266,Veneto,TV,Comune di Villorba,,www.comune.villorba.tv.it,c_m048,Villorba,CARLO,SESSA,31020,www.comune.villorba.tv.it,"Piazza Umberto I, 19",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.villorba.tv@pecveneto.it,pec,mail@comune.villorba.tv.it,altro,null,null,null,null,null,null,https://www.facebook.com/ComuneVillorba/,,,null,0,404,
80007530738,Puglia,TA,Comune di Ginosa,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007530738.txt,www.ginosa.gov.it,c_e036,Ginosa,Vito,Parisi,74013,www.ginosa.gov.it,"Piazza Marconi,",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.ginosa@pec.rupar.puglia.it,pec,pm.comuneginosa@pec.rupar.puglia.it,pec,ragioneria.comuneginosa@pec.rupar.puglia.it,pec,affarigenerali.comuneginosa@pec.rupar.puglia.it,pec,null,null,,,,null,0,200,x
80007540950,Sardegna,OR,Comune di Asuni,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007540950.txt,www.comuneasuni.gov.it,c_a480,Asuni,Gionata,Petza,09080,www.comuneasuni.gov.it,"Piazza Municipio, N. 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comuneasuni.gov.it,pec,comune.asuni.utc@gmail.com,altro,null,null,null,null,null,null,,,,null,0,200,x
80007570106,Liguria,GE,Comune di Cogoleto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007570106.txt,www.comune.cogoleto.ge.it,c_c823,Cogoleto,Mauro,Cavelli,16016,www.comune.cogoleto.ge.it,"Via Rati, 66",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.cogoleto.ge.it,pec,segrsindaco@comune.cogoleto.ge.it,altro,null,null,null,null,null,null,,,,null,3,200,x
80007570221,Trentino Alto Adige,TN,Comune di Cimone,,www.comune-cimone.it,c_c700,Cimone,Damiano,Bisesti,38060,www.comune-cimone.it,Frazione Covelo Nr. 90,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecimone@pec.it,pec,ragioneria@comune-cimone.it,altro,null,null,null,null,null,null,,,,null,0,000,
80007570239,Veneto,VR,Comune di Cerro Veronese,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007570239.txt,www.comune.cerroveronese.vr.it,c_c538,Cerro Veronese,NADIA,MASCHI,37020,www.comune.cerroveronese.vr.it,"Piazza Don Angelo Vinco, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.cerroveronese@pec.it,pec,comune@comune.cerroveronese.vr.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007590617,Campania,CE,Comune di Pontelatone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007590617.txt,www.comune.pontelatone.ce.it,c_g849,Pontelatone,Amedeo,Izzo,81040,www.comune.pontelatone.ce.it,Via Torre,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,amministrativo.pontelatone@asmepec.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/comunedipontelatone/,https://www.twitter.com/pontelatone,https://www.youtube.com/pontelatone,,0,200,x
80007600218,Trentino Alto Adige,BZ,Comune di Proves,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007600218.txt,www.comune.proves.bz.it,c_l971c,Proves,Ulrich,Gamper,39040,www.comune.proves.bz.it,Kirchbichl 34,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,proveis.proves@legalmail.it,pec,info@comune.proves.bz.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007620216,Trentino Alto Adige,BZ,Comune di Lauregno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007620216.txt,www.gemeinde.laurein.bz.it,c_e481,Lauregno,Hartmann,Thaler,39040,www.gemeinde.laurein.bz.it,Via Centro 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,laurein.lauregno@legalmail.it,pec,info@gemeinde.laurein.bz.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007650700,Molise,CB,Comune di Colle d'Anchise,,www.comunecolledanchise.it,c_c854,Colle d'Anchise,Carletto,DI PAOLA,86020,www.comunecolledanchise.it,"Via Campo Aperto, 18",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.colledanchisecb@legalmail.it,pec,colle.danchise@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,404,
80007680236,Veneto,VR,Comune di Ronco all'Adige,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007680236.txt,www.comune.roncoalladige.vr.it,c_h540,Ronco all'Adige,Moreno,Boninsegna,37055,www.comune.roncoalladige.vr.it,Piazza Roma 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.roncoalladige.vr.it,pec,protocollo@comune.roncoalladige.vr.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007710223,Trentino Alto Adige,TN,Comune di Giovo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007710223.txt,www.comune.giovo.tn.it,c_e048,Giovo,Vittorio,Stonfer,38030,www.comune.giovo.tn.it,Via S. Antonio 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune@pec.comune.giovo.tn.it,pec,protocollo@comune.giovo.tn.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007710264,Veneto,TV,Comune di Silea,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007710264.txt,www.comune.silea.tv.it,c_f116,Silea,Paola,Magagnin,31057,www.comune.silea.tv.it,"Via Don G. Minzoni, 12",Responsabile di area,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@comune.silea.legalmail.it,pec,protocollo@comune.silea.tv.it,altro,null,null,null,null,null,null,,,,null,3,200,x
80007730619,Campania,CE,Comune di Rocca D' Evandro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007730619.txt,www.comuneroccadevandro.it,c_h398,Rocca d'Evandro,Angelo,Marrocco,81040,www.comuneroccadevandro.it,Viale Della Liberta',Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comuneroccadevandro@pec.it,pec,affarigenerali@comuneroccadevandro.it,altro,ragioneria@comuneroccadevandro.it,altro,ufficiotecnico@comuneroccadevandro.it,altro,segreteria@comuneroccadevandro.it,altro,,,,null,0,200,x
80007810247,Veneto,VI,Comune di Quinto Vicentino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007810247.txt,www.comune.quintovicentino.vi.it,c_h134,Quinto Vicentino,Renzo,Segato,36050,www.comune.quintovicentino.vi.it,"Piazza IV Novembre, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,quintovicentino.vi@cert.ip-veneto.net,pec,segreteria@comune.quintovicentino.vi.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007870217,Trentino Alto Adige,BZ,Comune di Meltina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007870217.txt,www.comune.meltina.bz.it,c_f118,Meltina,Angelika,Wiedmer,39010,www.comune.meltina.bz.it,Piazza Municipio 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,moelten.meltina@legalmail.it,pec,info@meltina.eu,altro,null,null,null,null,null,null,,,,null,0,200,x
80007870241,Veneto,VI,Comune di Pozzoleone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007870241.txt,www.comune.pozzoleone.vi.it,c_g957,Pozzoleone,Edoardo,Tomasetto,36050,www.comune.pozzoleone.vi.it,"Via Roma, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.pozzoleone.vi@pecveneto.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80007880075,Valle D'Aosta,AO,Comune di Saint-Oyen,,www.comune.saintoyen.ao.it,c_h673,Saint-Oyen,Natalino,Proment,11014,www.comune.saintoyen.ao.it,"Rue Du Graind Saint-Bernard, 52",Sindaco Pro-Tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.saintoyen.ao.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80007890660,Abruzzo,AQ,Comune di Calascio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007890660.txt,www.comune.calascio.aq.it,c_b382,Calascio,Ludovico,Marinacci,67020,www.comune.calascio.aq.it,Via Padre Mario N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.calascio@pec.comune.calascio.aq.it,pec,comune.calascio@comune.calascio.aq.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007890785,Calabria,CS,Comune di Luzzi,,www.comune.luzzi.cs.it,c_e773,Luzzi,Maria Rosa,Falvo,87040,www.comune.luzzi.cs.it,"v. San Giuseppe, 41",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollogenerale@comunediluzzi.legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80007930268,Veneto,TV,Comune di Maserada sul Piave,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007930268.txt,www.comune.maserada.tv.it,c_f012,Maserada sul Piave,LAMBERTO,MARINI,31052,www.comune.maserada.tv.it,"Viale A Caccianiga, 77",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria.comune.maserada.tv@pecveneto.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80007970116,Liguria,SP,Comune di Zignago,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007970116.txt,www.comune.zignago.sp.it,c_m177,Zignago,Simone,Sivori,19020,www.comune.zignago.sp.it,Piazza IV Novembre 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.zignago@legalmail.it,pec,info@comunezignago.it,altro,null,null,null,null,null,null,,,,null,3,200,x
80007990114,Liguria,SP,Comune di Pignone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007990114.txt,www.comune.pignone.sp.it,c_g664,Pignone,Ivano,Barcellone,19020,www.comune.pignone.sp.it,Via Casale 89,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.pignone@legalmail.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80008030753,Puglia,LE,Comune di Aradeo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008030753.txt,www.comune.aradeo.le.it,c_a350,Aradeo,Luigi,ARCUTI,73040,www.comune.aradeo.le.it,"Via Aldo Moro, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.aradeo@pec.rupar.puglia.it,pec,segreteria@comune.aradeo.le.it,altro,null,null,null,null,null,null,,,,null,1,200,x
80008050116,Liguria,SP,Comune di Brugnato,,www.comune.brugnato.sp.it,c_b214,Brugnato,CORRADO,FABIANI,19020,www.comune.brugnato.sp.it,"Piazza Martiri, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.brugnato@legalmail.it,pec,brugnatocom@libero.it,altro,null,null,null,null,null,null,,,,null,0,404,
80008050264,Veneto,TV,Comune di Istrana,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008050264.txt,www.comune.istrana.tv.it,c_e373,Istrana,Alessandra,Gasparetto,31036,www.comune.istrana.tv.it,"Via San Pio X, 15",Responsabile Area Amministrativa,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,istrana@pec.comune.istrana.tv.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80008070759,Puglia,LE,Comune di Leverano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008070759.txt,www.comune.leverano.le.it,c_e563,Leverano,MARCELLO,ROLLI,73045,www.comune.leverano.le.it,"Via Menotti, 14",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.leverano@pec.rupar.puglia.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80008070924,Sardegna,CA,Comune di Senorbi',,www.comune.senorbi.ca.it,c_i615,Senorbi',Elena,Dessi',09040,www.comune.senorbi.ca.it,"Via Lonis, 34",Responsabile Settore Ammministrativo,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.senorbi.ca.it,pec,edessi@comune.senorbi.ca.it,altro,null,null,null,null,null,null,,,,null,0,404,
80008130264,Veneto,TV,Comune di Casier,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008130264.txt,www.comunecasier.it,c_b965,Casier,Miriam,Giuriati,31030,www.comunecasier.it,"Piazza Leonardo Da Vinci, 16",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecasier@pec.it,pec,segreteria@comunecasier.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80008130371,Emilia Romagna,BO,Comune di Bentivoglio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008130371.txt,www.comune.bentivoglio.bo.it,c_a785,Bentivoglio,Erika,Ferranti,40010,www.comune.bentivoglio.bo.it,Piazza dei Martiri per la Liberta' 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.bentivoglio@pec.renogalliera.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80008130876,Sicilia,CT,Comune di Camporotondo Etneo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008130876.txt,www.comune.camporotondoetneo.ct.gov.it,c_b561,Camporotondo Etneo,Filippo,Privitera,95040,www.comune.camporotondoetneo.ct.gov.it,"Via Umberto, 46",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ufficioprotocollo.camporotondoetneo@pec.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80008170757,Puglia,LE,Comune di Galatina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008170757.txt,www.comune.galatina.le.it,c_d862,Galatina,Marcello Pasquale,Amante,73013,www.comune.galatina.le.it,"Via Umberto I, 40",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@cert.comune.galatina.le.it,pec,protocollo@comune.galatina.le.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80008210264,Veneto,TV,Comune di Casale sul Sile,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008210264.txt,www.comunecasale.tv.it,c_b879,Casale sul Sile,Stefano,Giuliato,31032,www.comunecasale.tv.it,"Via Vittorio Veneto, 23",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.casalesulsile.tv@pecveneto.it,pec,null,null,null,null,null,null,null,null,http://www.facebook.com/ComuneDiCasaleSulSile,http://twitter.com/CasaleSulSile,,null,0,200,x
80008210371,Emilia Romagna,BO,Comune di Castello D'Argile,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80008210371.txt,www.comune.castello-d-argile.bo.it,c_c185,Castello d'Argile,Alessandro,Erriquez,40050,www.comune.castello-d-argile.bo.it,"Piazza Gadani, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.castellodargile@pec.renogalliera.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
